@relation .a/vehicle1/vehicle1
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive, negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
86, 34, 62, 140, 61, 7, 122, 54, 17, 127, 141, 223, 112, 64, 2, 14, 200, 208, negative
86, 36, 70, 143, 61, 9, 133, 50, 18, 130, 153, 266, 127, 66, 2, 10, 194, 202, negative
87, 39, 70, 148, 61, 7, 143, 46, 18, 136, 164, 307, 141, 69, 1, 2, 192, 199, negative
89, 47, 81, 147, 64, 11, 156, 44, 20, 163, 170, 352, 188, 76, 6, 13, 184, 193, negative
78, 38, 63, 115, 51, 6, 142, 47, 19, 130, 162, 299, 146, 77, 2, 4, 181, 185, positive
96, 55, 98, 161, 54, 10, 215, 31, 24, 175, 226, 683, 221, 76, 3, 6, 185, 193, negative
97, 59, 108, 227, 70, 11, 224, 30, 25, 186, 225, 732, 218, 70, 10, 25, 186, 198, negative
89, 42, 89, 147, 61, 11, 151, 44, 19, 145, 170, 338, 163, 72, 11, 23, 187, 199, negative
89, 44, 68, 113, 50, 7, 150, 45, 19, 147, 171, 328, 189, 88, 6, 5, 179, 182, negative
80, 37, 57, 116, 55, 6, 125, 54, 18, 125, 142, 229, 132, 81, 8, 5, 178, 184, negative
94, 48, 87, 162, 64, 10, 157, 43, 20, 161, 179, 363, 186, 75, 4, 15, 184, 195, negative
92, 38, 60, 130, 62, 5, 114, 58, 17, 132, 135, 194, 137, 72, 14, 5, 190, 194, negative
