@relation .a/vehicle0/vehicle0
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive, negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
93, 35, 78, 162, 60, 8, 150, 45, 19, 125, 172, 331, 137, 67, 2, 33, 191, 198, negative
91, 41, 93, 197, 65, 9, 183, 36, 21, 137, 202, 504, 153, 66, 11, 24, 193, 200, negative
108, 52, 109, 182, 55, 12, 216, 31, 24, 171, 229, 687, 214, 72, 10, 28, 189, 201, negative
78, 36, 60, 116, 56, 6, 123, 55, 17, 124, 141, 221, 121, 78, 3, 16, 178, 185, negative
99, 57, 100, 177, 54, 13, 224, 30, 25, 188, 223, 726, 213, 72, 4, 7, 185, 198, negative
89, 46, 78, 150, 63, 11, 160, 43, 20, 160, 170, 367, 176, 73, 5, 9, 185, 194, positive
93, 45, 73, 164, 59, 7, 159, 42, 20, 146, 182, 379, 188, 65, 11, 15, 195, 201, negative
98, 48, 101, 203, 65, 9, 197, 33, 23, 152, 216, 584, 174, 68, 2, 5, 189, 197, negative
82, 37, 66, 126, 54, 7, 132, 52, 18, 127, 148, 252, 142, 72, 17, 7, 183, 187, negative
88, 39, 76, 155, 62, 8, 137, 48, 18, 137, 156, 281, 124, 63, 3, 6, 201, 209, positive
89, 42, 85, 144, 58, 10, 152, 44, 19, 144, 173, 345, 161, 72, 8, 13, 187, 197, positive
89, 44, 80, 191, 66, 6, 162, 40, 20, 143, 189, 396, 180, 66, 13, 11, 194, 199, negative
91, 45, 79, 176, 59, 9, 163, 40, 20, 148, 184, 404, 179, 62, 0, 10, 199, 208, negative
85, 39, 57, 126, 56, 6, 114, 58, 17, 135, 134, 195, 145, 64, 17, 7, 197, 202, positive
86, 45, 66, 126, 57, 8, 148, 46, 19, 145, 170, 321, 186, 86, 0, 7, 179, 182, negative
85, 36, 72, 127, 56, 7, 127, 54, 18, 125, 144, 233, 123, 70, 3, 30, 184, 194, negative
114, 57, 102, 181, 52, 6, 257, 26, 28, 169, 287, 968, 261, 85, 2, 21, 182, 184, negative
107, 54, 98, 210, 66, 11, 218, 31, 24, 169, 221, 704, 216, 71, 14, 0, 188, 197, negative
93, 44, 98, 197, 62, 11, 183, 36, 22, 146, 202, 505, 152, 64, 4, 14, 195, 204, negative
81, 44, 68, 120, 53, 6, 151, 45, 19, 147, 170, 333, 178, 86, 4, 5, 179, 183, negative
86, 39, 62, 129, 59, 6, 116, 57, 17, 135, 137, 203, 145, 64, 7, 9, 199, 204, positive
86, 41, 66, 129, 55, 7, 135, 50, 18, 136, 154, 266, 165, 74, 3, 4, 180, 187, negative
104, 54, 100, 186, 61, 10, 216, 31, 24, 173, 225, 686, 220, 74, 5, 11, 185, 195, negative
86, 36, 77, 165, 60, 7, 150, 45, 19, 128, 174, 331, 131, 66, 0, 32, 196, 203, negative
102, 48, 105, 214, 64, 10, 201, 33, 23, 152, 214, 600, 178, 64, 0, 25, 192, 204, negative
93, 46, 85, 169, 66, 9, 151, 44, 19, 147, 169, 339, 179, 67, 0, 4, 195, 204, positive
90, 50, 90, 188, 61, 10, 181, 36, 21, 158, 211, 492, 220, 69, 6, 19, 191, 199, negative
89, 36, 68, 141, 59, 8, 139, 47, 18, 130, 166, 291, 127, 73, 7, 1, 189, 196, positive
105, 54, 100, 220, 69, 10, 221, 30, 25, 170, 232, 718, 202, 73, 0, 13, 187, 199, negative
96, 46, 70, 194, 70, 6, 167, 39, 20, 148, 183, 427, 171, 69, 17, 10, 200, 203, negative
91, 42, 66, 169, 66, 7, 145, 44, 19, 140, 169, 325, 159, 67, 4, 0, 201, 207, negative
