@relation .a/vehicle0/vehicle0
@attribute Compactness integer [73, 119]
@attribute Circularity integer [33, 59]
@attribute Distance_circularity integer [40, 112]
@attribute Radius_ratio integer [104, 333]
@attribute Praxis_aspect_ratio integer [47, 138]
@attribute Max_length_aspect_ratio integer [2, 55]
@attribute Scatter_ratio integer [112, 265]
@attribute Elongatedness integer [26, 61]
@attribute Praxis_rectangular integer [17, 29]
@attribute Length_rectangular integer [118, 188]
@attribute Major_variance integer [130, 320]
@attribute Minor_variance integer [184, 1018]
@attribute Gyration_radius integer [109, 268]
@attribute Major_skewness integer [59, 135]
@attribute Minor_skewness integer [0, 22]
@attribute Minor_kurtosis integer [0, 41]
@attribute Major_kurtosis integer [176, 206]
@attribute Hollows_ratio integer [181, 211]
@attribute Class {positive, negative}
@inputs Compactness, Circularity, Distance_circularity, Radius_ratio, Praxis_aspect_ratio, Max_length_aspect_ratio, Scatter_ratio, Elongatedness, Praxis_rectangular, Length_rectangular, Major_variance, Minor_variance, Gyration_radius, Major_skewness, Minor_skewness, Minor_kurtosis, Major_kurtosis, Hollows_ratio
@outputs Class
@data
95, 43, 83, 198, 69, 6, 177, 36, 21, 139, 189, 484, 163, 68, 6, 4, 196, 198, negative
93, 45, 86, 201, 69, 7, 184, 35, 22, 145, 203, 523, 183, 72, 0, 4, 194, 197, negative
99, 48, 104, 196, 63, 10, 201, 33, 23, 152, 221, 604, 199, 73, 8, 4, 188, 197, negative
96, 41, 77, 177, 64, 5, 177, 36, 21, 134, 205, 485, 148, 74, 0, 4, 196, 198, negative
106, 54, 105, 164, 48, 5, 247, 27, 27, 165, 269, 891, 243, 84, 12, 1, 181, 182, negative
107, 53, 108, 211, 63, 11, 219, 31, 25, 168, 228, 704, 198, 69, 10, 21, 190, 203, negative
96, 46, 88, 160, 64, 9, 151, 44, 19, 148, 173, 339, 182, 70, 15, 11, 192, 199, positive
80, 45, 71, 128, 56, 7, 151, 45, 19, 147, 171, 337, 176, 79, 3, 16, 181, 187, negative
88, 40, 78, 186, 73, 6, 158, 41, 20, 134, 185, 379, 148, 73, 1, 11, 193, 197, negative
85, 40, 72, 139, 59, 5, 132, 50, 18, 135, 159, 260, 150, 68, 3, 9, 191, 195, negative
103, 41, 83, 194, 63, 9, 175, 38, 21, 142, 199, 455, 138, 65, 7, 30, 197, 206, negative
95, 37, 71, 171, 61, 9, 157, 43, 20, 134, 178, 365, 125, 63, 5, 40, 196, 208, negative
100, 57, 107, 207, 63, 11, 227, 30, 25, 180, 234, 756, 205, 72, 6, 19, 186, 198, negative
89, 37, 54, 119, 53, 5, 134, 50, 18, 127, 151, 266, 146, 79, 16, 14, 184, 185, negative
93, 39, 87, 183, 64, 8, 169, 40, 20, 134, 200, 422, 149, 72, 7, 25, 188, 195, negative
85, 40, 66, 136, 58, 6, 142, 48, 19, 137, 164, 295, 164, 77, 2, 22, 182, 186, negative
91, 39, 72, 133, 55, 7, 146, 46, 19, 132, 170, 314, 149, 77, 9, 18, 184, 189, negative
104, 50, 96, 211, 65, 10, 187, 35, 22, 156, 207, 527, 195, 65, 3, 7, 195, 206, negative
86, 46, 70, 149, 65, 8, 149, 45, 19, 146, 170, 331, 185, 77, 6, 6, 183, 188, negative
89, 41, 75, 143, 56, 7, 146, 46, 19, 137, 170, 317, 156, 76, 18, 5, 184, 188, negative
81, 43, 68, 125, 57, 8, 149, 46, 19, 146, 169, 323, 172, 83, 6, 18, 179, 184, negative
89, 38, 77, 161, 62, 7, 149, 45, 19, 129, 174, 327, 153, 71, 6, 21, 188, 193, negative
100, 50, 81, 197, 67, 6, 186, 34, 22, 158, 206, 531, 198, 74, 6, 1, 197, 198, negative
91, 42, 84, 209, 75, 6, 171, 38, 20, 138, 189, 446, 161, 69, 3, 12, 196, 201, negative
104, 55, 100, 201, 66, 10, 214, 31, 24, 173, 224, 680, 221, 74, 1, 1, 185, 194, negative
99, 47, 91, 226, 74, 5, 202, 32, 23, 148, 234, 629, 186, 79, 4, 11, 192, 191, negative
81, 47, 69, 146, 64, 6, 151, 44, 19, 147, 171, 340, 195, 75, 5, 0, 183, 188, negative
104, 49, 105, 209, 61, 11, 207, 32, 24, 157, 217, 637, 168, 64, 0, 19, 193, 207, negative
107, 57, 106, 172, 50, 6, 255, 26, 28, 169, 280, 957, 264, 85, 5, 9, 181, 183, negative
89, 47, 81, 147, 64, 11, 156, 44, 20, 163, 170, 352, 188, 76, 6, 13, 184, 193, positive
83, 37, 62, 113, 53, 6, 122, 55, 17, 129, 143, 218, 135, 79, 0, 7, 181, 185, positive
89, 37, 51, 111, 54, 5, 120, 56, 17, 127, 138, 213, 147, 82, 7, 4, 181, 183, positive
110, 51, 104, 191, 57, 12, 213, 31, 24, 162, 226, 674, 190, 68, 18, 2, 191, 199, negative
98, 38, 78, 191, 65, 8, 169, 39, 20, 136, 197, 430, 141, 67, 9, 20, 192, 199, negative
