@relation distaa3a3Keel
@attribute 3.61646249686014 real [0.032626572772507245, 15.99550170609938]
@attribute 11.61879710931984 real [0.01308043209846943, 15.989311852037073]
@attribute red {red, green}
@inputs 3.61646249686014, 11.61879710931984
@outputs red
@data
3.604924611703952, 11.456337534896722, red
3.747295366747869, 10.133595213863217, red
3.6172219815606828, 11.406724536569106, red
3.7409337877269913, 10.029486450856506, red
3.606057280968273, 10.364778524881292, red
3.633647091859942, 10.108705536089364, red
3.6771402184423025, 10.19523542040633, red
3.7026119967981685, 11.137367642684435, red
3.7377121739589385, 10.26364429633744, red
3.6703305628122807, 10.495349221321145, red
3.697999922865083, 11.47017197164037, red
3.748009804834786, 11.350543990484514, red
12.392495776934869, 7.71662419626402, red
12.250443611292324, 7.625704725911291, red
12.221405104976974, 7.673307855189339, red
12.203907303111132, 7.665561595890697, red
12.363715435494363, 7.663174566551948, red
12.359180289883412, 7.623960464454809, red
12.39977865461464, 7.790152583332231, red
12.380168319352604, 7.779888290307537, red
12.224420049438969, 7.669306886784978, red
12.293473232781562, 7.732755157766784, red
12.28136349607358, 7.618657388301566, red
12.285966189992783, 7.687105754987604, red
12.363287143074382, 7.788475918071912, red
12.283815199863152, 7.7078891223303785, red
12.307663587059913, 7.688974069311062, red
12.382173062518284, 7.771063215489435, red
12.252656550665225, 7.799016789806699, red
12.373457999398646, 7.72390170465164, red
12.321460302331513, 7.619597444146634, red
12.244733620059735, 7.786292542490295, red
12.202876628269035, 7.612530916642417, red
12.397610303343772, 7.633765985729867, red
14.483311314831614, 10.587192063482366, green
1.0537908435470147, 7.4161967450692785, green
10.191062245443756, 4.996217117173691, green
9.832715139457653, 3.2940965861364795, green
13.804386736229407, 1.9598242816863287, green
7.153787133462874, 0.4162003945738473, green
2.007841679408717, 13.414039812849321, green
3.5375385796762355, 10.433848969518934, green
6.439504843373641, 4.526494237225309, green
2.595626794128993, 3.4821879739699053, green
15.635938797698753, 2.589539925608994, green
11.290576995288946, 6.995996533421932, green
4.945688701748459, 2.1619439745375004, green
10.829414680268785, 6.4647433615571845, green
7.3348186834252225, 14.423552806783418, green
11.919792801949983, 8.037430329196473, green
13.170619230454596, 0.8131164189284341, green
7.912997860302799, 11.148510679643943, green
5.289256900825562, 1.8434421397915592, green
2.7915332848312335, 14.798170179037545, green
2.5211458270914253, 6.906279560168729, green
0.8951692430413978, 15.540935587758975, green
11.90436622261727, 15.987543717405503, green
10.043935712735166, 12.17507961212424, green
12.544764460883007, 0.8295190712271232, green
6.2469333354499685, 10.577647066608751, green
3.457742031517343, 4.49528438355833, green
1.9698842709761113, 11.30303603897755, green
9.31911870448954, 0.11331291700246204, green
7.356007275416259, 7.163364924543492, green
13.74062596246604, 5.986317212220991, green
2.579658664846651, 7.905982380916969, green
15.92306818605628, 1.8986621108873756, green
8.637823549467406, 12.157487711691765, green
7.84010395029334, 1.6659220927863103, green
1.009626086011286, 1.0414589442150781, green
2.1630581217884632, 11.851533956560015, green
1.7705611143028523, 11.440944934314004, green
15.276571114745181, 6.620157546995324, green
5.089629466017875, 3.369288161694035, green
6.206649904018349, 12.957247817449824, green
8.484572749821112, 13.782191160309761, green
14.586358622930044, 7.559877200832773, green
0.9856596508828446, 6.592945373197397, green
14.124123681100802, 3.677038678187845, green
11.919008198842329, 11.682303646110396, green
1.2831258071855025, 5.4482343933929265, green
8.003475589764012, 14.508620526236589, green
4.0397585706092585, 5.843861494216819, green
3.4674319530361988, 7.601394968439861, green
9.243302823787316, 11.460123501317575, green
10.725840113241675, 9.490829343299614, green
1.2566348970449113, 11.114008966278067, green
15.77022923194979, 14.707831212257954, green
8.167371010084905, 7.6984788929738635, green
1.192741805164415, 15.113033409490459, green
12.06075432496946, 9.604647029845768, green
4.386332238656109, 10.371536415462604, green
0.04736070691514449, 3.1122944266610233, green
14.962983038302912, 3.8643409649781297, green
1.9710254443107846, 12.923385451918053, green
13.970535219726582, 0.5371314657977031, green
9.448119744272619, 5.288441248421709, green
15.130275403126198, 14.78603081141429, green
2.2534462487775215, 4.353388511689074, green
1.9514006148237595, 11.94364248338206, green
5.472568125106749, 6.825486554688391, green
3.947356730266357, 12.587716706988594, green
9.684960509651454, 6.787336018066231, green
15.779845252455434, 1.6475890735408818, green
9.92981899722767, 5.007506362274878, green
15.600864324482291, 15.70485100531186, green
3.6651524048152186, 13.513416422276238, green
7.241302973653077, 14.135893176720954, green
9.982008173795139, 14.41922542804238, green
3.230742405180118, 7.390390854573546, green
4.757904449734719, 7.826486652898133, green
11.99663059614023, 9.418583183191146, green
4.813369662125117, 8.77217261129664, green
4.223790059423342, 1.8741095698838581, green
6.760164579742181, 4.198659524892699, green
13.389835804314886, 0.034400165885134726, green
4.140592579154253, 11.379878437043672, green
2.726403127268485, 8.098474309510717, green
2.340045913820127, 1.7233706107101288, green
14.597679836169428, 1.6410769956958795, green
12.872178255294486, 2.45943942127381, green
2.6404743353167017, 15.257454796100767, green
7.999941315760946, 4.613336023507113, green
6.54859495926976, 13.250166266547152, green
14.894993300187778, 9.351722992013055, green
2.8880417783898302, 13.144832352448825, green
5.095306383515393, 4.844577901839939, green
10.06514139380186, 14.415960791346343, green
1.6449067360293732, 11.849712994116974, green
6.67719867072692, 14.308420681699584, green
3.1917919973188873, 5.805396182800317, green
3.4444088695691892, 2.9164656496015606, green
10.926603529375296, 7.679781804252299, green
3.168402393808014, 4.701214846203323, green
11.06779577789989, 15.517007838099843, green
12.022704392176692, 8.27571271354396, green
3.019564573134783, 13.037851626955934, green
15.610311164678055, 11.786100700604582, green
15.840937574051758, 11.118440812564954, green
3.824604059172067, 4.3003033950886, green
1.9102696979521152, 8.577043595491103, green
10.316938118453677, 12.528339761836602, green
8.849346353462865, 10.559918615372496, green
4.120990938135913, 8.357420925635726, green
12.474317575244068, 13.479519728545894, green
2.98922304032447, 14.557277849244974, green
8.427934370316324, 11.612793762624706, green
5.240071377676793, 13.363080020240673, green
4.390523281042231, 15.431397220847852, green
8.188253962000726, 13.212428060785102, green
12.776271478238646, 12.627651953515988, green
0.43574670050517383, 11.94858394897091, green
3.7446421519271578, 13.40396271844695, green
2.702674651941731, 4.354218895664154, green
6.416470775366335, 7.263451132819796, green
12.026305450746376, 9.366315473508095, green
8.58582613512809, 7.417240138594471, green
2.19697506095242, 8.571256249526236, green
6.280915812921791, 4.736384248003954, green
7.805649580744362, 10.96137137917658, green
12.734079201954737, 11.370142269740828, green
6.969819599069021, 15.980505782076479, green
10.315956373815865, 3.902019437203819, green
2.554667328700207, 9.694698672257147, green
15.298773818902447, 10.982485926571277, green
14.647103130162343, 5.740811102042439, green
5.271096467510086, 7.302840224180978, green
8.720044684623181, 0.7652168930159711, green
7.1380694617557925, 10.24743548040472, green
9.42979794585333, 11.24646748105818, green
7.847172993863692, 8.273371882844314, green
4.667885845463534, 4.844424479867598, green
4.099704030577913, 5.257710318152116, green
13.355421787087785, 5.882569598470704, green
15.348004892483381, 10.513618105775189, green
9.670187405052623, 1.6346962845548916, green
3.200508035393282, 11.669996322935681, green
14.861540756875769, 6.011673428525789, green
4.479884652116187, 3.4881244366676647, green
6.03630960527277, 2.9074648936520617, green
15.99550170609938, 11.957363186553758, green
